id,source,language,url,headline,snippet,published_at,topic,sentiment_label,sentiment_score,sentiment_neg_score,sentiment_neu_score,sentiment_pos_score,sentiment_model,headline_sentiment_label,headline_sentiment_score,headline_sentiment_neg_score,headline_sentiment_neu_score,headline_sentiment_pos_score,headline_sentiment_model,emotion_label,emotion_intensity,entities_json,topic_label,topic_master,topic_confidence,scraped_at,emotion_label_clean,snippet_length,has_quality_snippet,has_full_analysis,is_duplicate,hour_of_day,day_of_week,time_period,headline_length,headline_word_count,entities_count,has_punctuation,question_in_headline,headline_starts_uppercase,entity_density,is_negative_security,source_label,source_lean,date,week,hour,time_of_day,sentiment_intensity,headline_intensity,sentiment_divergence
11,ynet,Hebrew,https://www.ynet.co.il/news/article/sjrclyg1fe,בקואליציה נערכים להגיש חוק לפיזור הכנסת - כבר בשבוע הבא,בחירות 2026 מתקרבות: ל-ynet נודע כי בעוד שבוע צפויה הקואליציה להביא להצבעה טרומית את ההצעה לפיזור הכנסת ה-25. עדיין לא הוכרע מתי ההצבעה תובא לאישור סופי,2026-05-13 14:33:27,Politics,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,anticipation,0.7,"[{""name"": ""Knesset"", ""type"": ""organization""}, {""name"": ""Coalition"", ""type"": ""organization""}]",Coalition plans Knesset dissolution,Coalition & Government,0.9,2026-05-13 15:18:47.883274,Anticipation,152,True,True,False,14,Wednesday,Afternoon,55,10,2,False,False,False,0.2,False,Ynet,Center-Left,2026-05-13,20,14,Afternoon,0.0,0.0,0.0
12,ynet,Hebrew,https://www.ynet.co.il/news/article/r1sbhn111ml,"""כאוס בממשלת המלך"": שיטת סטרמר לסיכול המרד בלייבור - והמבוכה לצ'רלס","ראש ממשלת בריטניה קיר סטרמר שרד בינתיים, ""בניגוד לכל הציפיות"", את המרד במפלגת השלטון - למרות ש-90 מחברי הלייבור קראו לו לפרוש אחרי ההפסד הצורב בבחירות המקומיות. הוא מקווה שהכללים הנוקשים לפתיחה בפריימריז יצילו אותו, אבל ""המלחמה נמשכת"": יריבו המרכזי, שר הבריאות ווס סטריטינג, מתכוון לפי הדיווחים להתפטר כבר מחר. בינתיים המלך צ'רלס נאלץ להקריא בפרלמנט את תוכניותיו של סטרמר, למרות שאלו לא יחייבו את מחליפו אם יודח",2026-05-13 14:02:27,Politics + Security,Neutral,0.9997,0.0002,0.9997,0.0,dicta-il/dictabert-sentiment,Negative,1.0,1.0,0.0,0.0,dicta-il/dictabert-sentiment,anger,0.75,"[{""name"": ""Keir Starmer"", ""type"": ""person""}, {""name"": ""Labour Party"", ""type"": ""party""}, {""name"": ""Wes Streeting"", ""type"": ""person""}, {""name"": ""King Charles III"", ""type"": ""person""}, {""name"": ""United Kingdom"", ""type"": ""location""}]",British Labour Party internal crisis,Other,0.85,2026-05-13 15:18:47.887859,Anger,411,True,True,False,14,Wednesday,Afternoon,67,11,5,False,False,False,0.4545454545454545,False,Ynet,Center-Left,2026-05-13,20,14,Afternoon,-0.0002,-1.0,0.9998
13,ynet,Hebrew,https://www.ynet.co.il/news/article/r1fyr2byfg,"רה""מ ביקש למנוע מהיועמ""שית להגיש את התצהיר שיכריע לגבי מינוי גופמן - וסורב","בג""ץ דחה את פניית נתניהו, שביקש ש""גורם אובייקטיבי שלא הביע התנגדות למינוי"" יגבה את העדות מרח""ט ההפעלה לשעבר באמ""ן. תא""ל ג' אמור למסור מידע על שיחה שניהל עם רומן גופמן ערב מעצרו של אורי אלמקייס - ושעשוי להכריע בשאלה אם האלוף שעתיד לעמוד בראש המוסד ידע על הפעלתו של הנער",2026-05-13 13:13:56,Politics + Security,Neutral,0.9999,0.0,0.9999,0.0,dicta-il/dictabert-sentiment,Negative,1.0,1.0,0.0,0.0,dicta-il/dictabert-sentiment,anger,0.75,"[{""name"": ""Benjamin Netanyahu"", ""type"": ""person""}, {""name"": ""Supreme Court of Justice"", ""type"": ""organization""}, {""name"": ""Roman Grofman"", ""type"": ""person""}, {""name"": ""Mossad"", ""type"": ""organization""}, {""name"": ""Uri Almakias"", ""type"": ""person""}]",judicial ruling on Grofman appointment,Judicial & Legal,0.85,2026-05-13 15:18:47.893162,Anger,268,True,True,False,13,Wednesday,Afternoon,74,13,5,False,False,False,0.3846153846153846,False,Ynet,Center-Left,2026-05-13,20,13,Afternoon,0.0,-1.0,1.0
14,ynet,Hebrew,https://www.ynet.co.il/news/article/rjlhnnwyzg,עוד צעד בדרך לפיזור הכנסת? הקואליציה הסירה את הצעות החוק מסדר היום,"יום אחרי שמנהיג דגל התורה אמר ""אין לנו יותר אמון בנתניהו"", בזרם הליטאי של יהדות התורה הפסיקו לתאם הצבעות עם הקואליציה. החוק החדש שמעניק סמכות כמעט בלעדית לממשלה למנות ולפטר את בעלי התפקידים הבכירים ביותר בסכנה. איש דגל התורה לאולפן ynet: ""למה לא אמרו שיש בעיה מיד אחרי 7/10?""",2026-05-13 13:09:10,Politics,Neutral,0.9999,0.0001,0.9999,0.0,dicta-il/dictabert-sentiment,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,anger,0.8,"[{""name"": ""Benjamin Netanyahu"", ""type"": ""person""}, {""name"": ""Degel Hatorah"", ""type"": ""party""}, {""name"": ""Torah Judaism"", ""type"": ""party""}, {""name"": ""Knesset"", ""type"": ""organization""}, {""name"": ""Coalition"", ""type"": ""organization""}]",coalition crisis and Knesset dissolution,Coalition & Government,0.95,2026-05-13 15:18:47.898734,Anger,275,True,True,False,13,Wednesday,Afternoon,66,12,5,True,True,False,0.4166666666666667,False,Ynet,Center-Left,2026-05-13,20,13,Afternoon,-0.0001,0.0,-0.0001
15,ynet,Hebrew,https://www.ynet.co.il/news/article/hkp11bn11kge,"הדיון קוצר שוב, נתניהו הכחיש שקידם חוק נגד ישראל היום","תיק 2000: התובע במשפטו של ראש הממשלה הציג לו דברים שאמר ניר חפץ על מהלך שנועד להגביל את החינמון. ""מילצ'ן וחפץ מנסים לרקוח פה איזה סידור, אבל הסידור הזה לא קיים"", הגיב נתניהו",2026-05-13 13:07:38,Politics,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,Neutral,0.9999,0.0001,0.9999,0.0,dicta-il/dictabert-sentiment,anger,0.7,"[{""name"": ""Benjamin Netanyahu"", ""type"": ""person""}, {""name"": ""Nir Hefetz"", ""type"": ""person""}, {""name"": ""Israel Hayom"", ""type"": ""organization""}]",Netanyahu trial denies legislation,Judicial & Legal,0.85,2026-05-13 15:18:47.903549,Anger,173,True,True,False,13,Wednesday,Afternoon,53,10,3,False,False,False,0.3,False,Ynet,Center-Left,2026-05-13,20,13,Afternoon,0.0,-0.0001,0.0001
16,ynet,Hebrew,https://www.ynet.co.il/news/article/hjedypbkze,"""ברנע ביקר באמירויות לתיאום פעולות במלחמה נגד איראן""","""המדינות הציגו תיאום ביטחוני הדוק"". ה""וול סטריט ג'ורנל"" דיווח שראש המוסד ביקר בחשאי בנסיכות לפחות פעמיים - כדי לתאם את המערכה מול איראן. ברקע: סוללות כיפת ברזל שהועברו לאמירויות - שהשתתפה בלחימה ותקפה גם בית זיקוק",2026-05-13 13:03:33,Politics + Security,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,anticipation,0.7,"[{""name"": ""Mossad"", ""type"": ""organization""}, {""name"": ""United Arab Emirates"", ""type"": ""location""}, {""name"": ""Iran"", ""type"": ""location""}, {""name"": ""Iron Dome"", ""type"": ""event""}]",Israel-UAE coordination against Iran,Iran-Israel Relations,0.85,2026-05-13 15:18:47.908322,Anticipation,213,True,True,False,13,Wednesday,Afternoon,52,8,4,False,False,False,0.5,False,Ynet,Center-Left,2026-05-13,20,13,Afternoon,0.0,0.0,0.0
17,ynet,Hebrew,https://www.ynet.co.il/news/article/bye00jjwygl,"""מהלך אימים"": התשובה של החוקרת לנציב שב""ס - והגוף שצפוי לבדוק את טענותיו","חוקרת מח""ש מתייחסת בקולה לטענות של רב-גונדר יעקובי על קשר פסול לכאורה בינה ובין העד המרכזי ב""פרשת מקורבי בן גביר"": ""צעד אלים"". לאחר שהיועמ""שית הורתה בצעד חריג על הקמת צוות בדיקה חיצוני, מסתמן כי מי שיעשו זאת אלו אנשי היחידה לבירור תלונות נחקרים (מבת""ן). אלה הצעדים הראשוניים הצפויים",2026-05-13 12:46:07,Politics,Neutral,0.9997,0.0001,0.9997,0.0002,dicta-il/dictabert-sentiment,Negative,1.0,1.0,0.0,0.0,dicta-il/dictabert-sentiment,anger,0.75,"[{""name"": ""Itamar Ben-Gvir"", ""type"": ""person""}, {""name"": ""Shin Bet"", ""type"": ""organization""}, {""name"": ""Shin Bet Investigator"", ""type"": ""person""}]",Shin Bet misconduct allegations,Judicial & Legal,0.85,2026-05-13 15:18:47.913528,Anger,282,True,True,False,12,Wednesday,Afternoon,72,13,3,False,False,False,0.2307692307692307,False,Ynet,Center-Left,2026-05-13,20,12,Afternoon,0.0001,-1.0,1.0001
18,ynet,Hebrew,https://www.ynet.co.il/news/article/b1n1ynbjge,"חשש לעימותים במצעד הדגלים, מוסדות נוצריים ייסגרו: ""התושבים חיים בפחד""","בצל החשש לעימותים בין משתתפי הצעדה ביום ירושלים לתושבי הרובע המוסלמי בעיר העתיקה, במשטרה הדגישו כי יפעלו ""באפס סובלנות"" נגד הפרות סדר, וסירבו לפתוח את הר הבית לעליית יהודים - חרף הדרישה בקואליציה. במקביל, ח״כ קריב דרש מהמפכ""ל לשנות את תוואי המצעד: ""ב-2025 היו 3 אירועי אלימות קשה""",2026-05-13 12:43:19,Politics + Security,Neutral,0.9997,0.0002,0.9997,0.0001,dicta-il/dictabert-sentiment,Negative,1.0,1.0,0.0,0.0,dicta-il/dictabert-sentiment,fear,0.85,"[{""name"": ""Jerusalem"", ""type"": ""location""}, {""name"": ""Old City"", ""type"": ""location""}, {""name"": ""Israeli Police"", ""type"": ""organization""}, {""name"": ""Knesset"", ""type"": ""organization""}, {""name"": ""Christian institutions"", ""type"": ""organization""}]",Flag March tensions and violence fears,Security Operations,0.78,2026-05-13 15:18:47.918955,Fear,280,True,True,False,12,Wednesday,Afternoon,69,10,5,False,False,False,0.5,False,Ynet,Center-Left,2026-05-13,20,12,Afternoon,-0.0001,-1.0,0.9999
19,ynet,Hebrew,https://www.ynet.co.il/news/article/bji783wjfx,"צה״ל הכריז שהוא שולט בקו הנ""ט - אבל חיזבאללה מצא דרך חדשה לעקוף אותו","יממה אחרי שצה""ל הודיע על הפשיטה מעבר לליטאני, הכוחות בשטח ממשיכים להתמודד עם רחפני הנפץ, במקביל לקרבות פנים אל פנים מול מחבלי ארגון הטרור. בלבנון דווח כי לפחות 8 נהרגו בתקיפות ממוקדות על רכבים באזור ביירות, וצה""ל הודיע כי הותקפו יותר מ-40 תשתיות חיזבאללה: ""חוסל מחבלים שהיוו איום""",2026-05-13 12:31:40,Security,Neutral,0.9996,0.0002,0.9996,0.0002,dicta-il/dictabert-sentiment,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,fear,0.8,"[{""name"": ""IDF"", ""type"": ""organization""}, {""name"": ""Hezbollah"", ""type"": ""organization""}, {""name"": ""Lebanon"", ""type"": ""location""}, {""name"": ""Beirut"", ""type"": ""location""}, {""name"": ""Litani River"", ""type"": ""location""}]",Cross-border military operations escalation,Lebanon & Hezbollah,0.95,2026-05-13 15:18:47.924653,Fear,280,True,True,False,12,Wednesday,Afternoon,68,14,5,False,False,False,0.3571428571428571,False,Ynet,Center-Left,2026-05-13,20,12,Afternoon,0.0,0.0,0.0
20,ynet,Hebrew,https://www.ynet.co.il/news/article/b1tevhbyzx,"ההבטחה לבדיקה ""יסודית ובלתי תלויה"" נמחקה: ההצעה המתוקנת להקמת ועדת חקירה פוליטית","""יצא המרצע מן השק"". בטיוטה חדשה של הצעת החוק להקמת ""ועדת חקירה"" הוסרו המילים ""יסודית ובלתי תלויה"". משפחות שכולות מחו: ""ברור לכולנו למה. מי שחמאה מרוחה על ראשו, שלא יצא אל השמש"". יוזם החוק, ח""כ קלנר: ""המילים לא נמחקו במכוון. הנוסח החדש נועד לדייק את התכלית""",2026-05-13 11:46:21,Politics,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,Neutral,0.9996,0.0004,0.9996,0.0,dicta-il/dictabert-sentiment,anger,0.8,"[{""name"": ""Knesset"", ""type"": ""organization""}, {""name"": ""Bereaved Families"", ""type"": ""organization""}, {""name"": ""Member of Knesset Kalner"", ""type"": ""person""}]",inquiry committee legislative dispute,Knesset & Legislation,0.85,2026-05-13 15:18:47.929870,Anger,256,True,True,False,11,Wednesday,Morning,80,12,3,False,False,False,0.25,False,Ynet,Center-Left,2026-05-13,20,11,Morning,0.0,-0.0004,0.0004
21,ynet,Hebrew,https://www.ynet.co.il/news/article/rjncwi11jgl,"18 שנה לרצח של רוז הקטנה שהסעיר את המדינה: ""זה בלתי נשכח ובלתי נסלח""","נצ""ם בדימוס רון גרטנר, מחוקרי רצח הילדה רוז פיזם שגופתה נמצאה ב-2008 בתוך מזוודה בנחל הירקון, סיפר לאולפן ynet על לכידת הסב והאם: ""לקחו חיים של ילדה קטנה כי הפריעה לשלוות המשפחה, מעשה אכזרי שאין כדוגמתו""",2026-05-13 11:09:56,Politics,Negative,1.0,1.0,0.0,0.0,dicta-il/dictabert-sentiment,Neutral,0.9997,0.0001,0.9997,0.0003,dicta-il/dictabert-sentiment,sadness,0.95,"[{""name"": ""Roz Fizem"", ""type"": ""person""}, {""name"": ""Ron Gartner"", ""type"": ""person""}, {""name"": ""Yarkon River"", ""type"": ""location""}]",Child murder case anniversary,Social & Civil,0.85,2026-05-13 15:18:47.934498,Sadness,203,True,True,False,11,Wednesday,Morning,68,14,3,False,False,False,0.2142857142857142,False,Ynet,Center-Left,2026-05-13,20,11,Morning,-1.0,0.00019999999999999998,-1.0002
22,ynet,Hebrew,https://www.ynet.co.il/news/article/skryty11jzg,"בהורמוז ""שטים באפלה"", כשאתרי הטילים עדיין פעילים: טראמפ מתחמק - ובאיראן נערכים","חרף הצהרותיו הנחרצות של טראמפ על ""השמדה"", ב""ניו יורק טיימס"" דווח כי איראן השיגה גישה ל-30 מתוך 33 אתרי הטילים בהורמוז, ועדיין מחזיקה ב-70% מארסנל הטילים שלה. עלות המלחמה עד כה, ""הפעילות בחשכה"" במצר, וההערכה: ""ייתכן שהמצור מתחיל לעבוד"". נתניהו יקיים דיון ביטחוני מצומצם",2026-05-13 10:58:13,Politics + Security,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,fear,0.85,"[{""name"": ""Donald Trump"", ""type"": ""person""}, {""name"": ""Benjamin Netanyahu"", ""type"": ""person""}, {""name"": ""Iran"", ""type"": ""location""}, {""name"": ""Strait of Hormuz"", ""type"": ""location""}, {""name"": ""New York Times"", ""type"": ""organization""}]",Iran missile sites operational,Iran-Israel Relations,0.92,2026-05-13 15:18:47.939494,Fear,268,True,True,False,10,Wednesday,Morning,78,12,5,False,False,False,0.4166666666666667,False,Ynet,Center-Left,2026-05-13,20,10,Morning,0.0,0.0,0.0
